 1	Benjamin Wuethrich	  0:08:37	8
 2	akmalur	  0:34:36	7
 3	Swoozeki	  0:56:46	6
 4	Pooneh	 12:49:26	5
 5	Eric Richardson	 14:40:56	4
 6	jskrepnek	 23:51:26	3
