 1	Benjamin Wuethrich	  0:02:14	8
 2	akmalur	  0:31:01	7
 3	Swoozeki	  0:58:30	6
 4	jskrepnek	  1:01:09	5
 5	Pooneh	 14:00:05	4
 6	Eric Richardson	 17:55:33	3
