Time	vincentr21	Michael Tardibuono	Benjamin Wuethrich	374494	Marc-François Cochaux-Laberge	Chuck Walker	Daniel Shanker	ellen-h	Stefan Tihanyi	dubyte	Thomas Fix	Adam Harvie	frigley1	Ricky Kwan	Noah Kipin	Peter Chau	Marie Payne
1545421577	?	?	?	?	?	?	1008	?	?	?	?	?	?	?	?	?	?
1545428958	?	1953	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
1545456105	?	?	?	?	?	?	?	?	?	?	?	?	1973	?	?	?	?
1545456354	?	2003	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
1545456634	?	?	?	?	?	2016	?	?	?	?	?	?	?	?	?	?	?
1545459671	?	?	?	2007	?	?	?	?	?	?	?	?	?	?	?	?	?
1545461412	?	2054	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
1545463265	?	?	?	?	?	2066	?	?	?	?	?	?	?	?	?	?	?
1545466726	?	?	?	2056	?	?	?	?	?	?	?	?	?	?	?	?	?
1545470091	?	?	?	?	?	?	?	?	?	?	?	?	2021	?	?	?	?
1545541840	?	?	?	2107	?	?	?	?	?	?	?	?	?	?	?	?	?
1545541865	?	?	?	?	?	2116	?	?	?	?	?	?	?	?	?	?	?
1545542171	?	2103	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
1545546869	?	?	?	?	?	?	?	?	?	?	?	?	2069	?	?	?	?
1545552029	?	?	?	?	?	2167	?	?	?	?	?	?	?	?	?	?	?
1545581474	?	2153	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
1545609768	?	?	?	2156	?	?	?	?	?	?	?	?	?	?	?	?	?
1545631621	?	?	?	?	?	2218	?	?	?	?	?	?	?	?	?	?	?
1545632349	?	?	?	2206	?	?	?	?	?	?	?	?	?	?	?	?	?
1545632772	?	?	?	?	?	2269	?	?	?	?	?	?	?	?	?	?	?
1545636058	?	?	1779	?	?	?	?	?	?	?	?	?	?	?	?	?	?
1545637181	?	?	1829	?	?	?	?	?	?	?	?	?	?	?	?	?	?
1545694190	?	?	1876	?	?	?	?	?	?	?	?	?	?	?	?	?	?
1545706204	?	?	1924	?	?	?	?	?	?	?	?	?	?	?	?	?	?
1545708246	?	?	1971	?	?	?	?	?	?	?	?	?	?	?	?	?	?
1545712846	?	2201	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
1545714098	?	2250	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
1545714892	?	?	?	?	?	2320	?	?	?	?	?	?	?	?	?	?	?
1545714896	?	?	?	?	?	2371	?	?	?	?	?	?	?	?	?	?	?
1545715211	?	2300	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
1545715215	?	2350	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
1545715661	?	?	2020	?	?	?	?	?	?	?	?	?	?	?	?	?	?
1545715775	?	?	?	2254	?	?	?	?	?	?	?	?	?	?	?	?	?
1545724015	?	?	?	2302	?	?	?	?	?	?	?	?	?	?	?	?	?
1545724026	?	?	?	2351	?	?	?	?	?	?	?	?	?	?	?	?	?
1545794781	?	?	2067	?	?	?	?	?	?	?	?	?	?	?	?	?	?
1545860175	?	?	2114	?	?	?	?	?	?	?	?	?	?	?	?	?	?
1545868360	?	?	2161	?	?	?	?	?	?	?	?	?	?	?	?	?	?
1546004345	?	?	?	?	?	?	1053	?	?	?	?	?	?	?	?	?	?
1564756237	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	36	?
1564756765	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	72	?
1564757304	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	108	?
1564761275	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	144	?
1565113561	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	181	?
1565114030	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	218	?
1565122635	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	256	?
1565124681	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	294	?
1565187644	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	332	?
1565188222	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	370	?
1565277971	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	412	?
1565281903	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	456	?
1565294740	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	498	?
1565295728	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	540	?
1565359525	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	583	?
1565361728	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	626	?
1567388767	?	?	2208	?	?	?	?	?	?	?	?	?	?	?	?	?	?
1567389443	?	?	2255	?	?	?	?	?	?	?	?	?	?	?	?	?	?
1567389459	?	?	2303	?	?	?	?	?	?	?	?	?	?	?	?	?	?
1577131719	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	35
1577132252	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	70
1577133070	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	105
1577134075	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	140
1577137055	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	176
1577139281	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	212
1577156327	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	249
1577157243	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	286
1577215593	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	323
1577217763	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	360
1588220019	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	401
1588525276	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	444
1589848189	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	485
1604802812	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	527
1604827876	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	569
1604856831	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	610
1604856922	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	651
1604859848	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	694
1605387385	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	738
1605387810	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	782
1605393311	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	827
1605458330	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	871
1605458639	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	915
1608426557	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	959
1608428146	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1003
1608958754	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1048
1608958902	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1093
1609022429	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1138
1609027146	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1183
1609031455	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1228
1609036138	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1274
1609038688	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1320
1609039578	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1366
1609041377	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1413
1609093186	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1460
1609118121	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1501
1609118631	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1544
1609118961	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1589
1639259036	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1635
1639259163	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1681
1639791879	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1728
1639792900	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1775
1640813682	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1821
1640813750	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1867
1640815728	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1913
1640967620	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1959
1640968409	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	2005
1640968429	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	2052
